"type","log"
"sql_server_extended_events","<event name=""sql_batch_completed"" package=""sqlserver"" timestamp=""2026-04-11T18:03:44.9271034Z""><data name=""cpu_time""><value>1872</value></data><data name=""duration""><value>21406</value></data><data name=""physical_reads""><value>0</value></data><data name=""logical_reads""><value>4411</value></data><data name=""writes""><value>0</value></data><data name=""row_count""><value>200</value></data><data name=""result""><value>0</value><text>OK</text></data><data name=""batch_text""><value>EXEC dbo.usp_GetDailySummary @RunDate = ''2026-04-11''</value></data><action name=""session_id"" package=""sqlserver""><value>112</value></action><action name=""database_name"" package=""sqlserver""><value>SalesDW</value></action><action name=""client_hostname"" package=""sqlserver""><value>APP-NODE04</value></action><action name=""username"" package=""sqlserver""><value>CORP\svc_etl</value></action></event>"
"sql_server_extended_events","<event name=""error_reported"" package=""sqlserver"" timestamp=""2026-06-14T21:07:55.812Z""><data name=""error_number""><value>9002</value></data><data name=""severity""><value>17</value></data><data name=""state""><value>4</value></data><data name=""user_defined""><value>false</value></data><data name=""category""><value>2</value></data><data name=""destination""><value>0x00000002</value><text>ERRORLOG</text></data><data name=""message""><value>The transaction log for database 'InventoryDW' is full due to 'ACTIVE_TRANSACTION'.</value></data><action name=""sql_text"" package=""sqlserver""><value>UPDATE dbo.StockMovement SET Posted = 1 WHERE BatchId = 88213;</value></action><action name=""database_name"" package=""sqlserver""><value>InventoryDW</value></action><action name=""client_hostname"" package=""sqlserver""><value>ETLWORKER02</value></action><action name=""session_id"" package=""sqlserver""><value>142</value></action></event>"
"apache_tomcat_valve","<Host name=""localhost"" appBase=""webapps"" unpackWARs=""true"" autoDeploy=""true""><Valve className=""org.apache.catalina.valves.AccessLogValve"" directory=""logs"" prefix=""localhost_access_log"" suffix="".txt"" pattern=""%h %l %u %t &quot;%r&quot; %s %b %D"" rotatable=""true"" fileDateFormat="".yyyy-MM-dd"" requestAttributesEnabled=""true""/><Valve className=""org.apache.catalina.valves.RemoteIpValve"" remoteIpHeader=""x-forwarded-for"" protocolHeader=""x-forwarded-proto"" internalProxies=""10\.44\.\d{1,3}\.\d{1,3}""/><Valve className=""org.apache.catalina.valves.ErrorReportValve"" showReport=""false"" showServerInfo=""false""/><Context path="""" docBase=""orders-api"" reloadable=""false""/></Host>"
"apache_tomcat_valve","<accessLog><entry><remoteHost>172.16.44.201</remoteHost><remoteUser>-</remoteUser><timestamp>14/Jul/2026:11:03:27 -0400</timestamp><request method=""GET"" uri=""/checkout/confirm"" protocol=""HTTP/1.1""/><status>503</status><bytes>1284</bytes><referer>https://shop.example.com/cart</referer><userAgent>Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36</userAgent><sessionId>F3A19C7D442E9B08A1C6D5E77B240913</sessionId><elapsedMillis>60021</elapsedMillis><threadName>http-nio-8080-exec-27</threadName><exception>org.apache.catalina.connector.ClientAbortException: java.io.IOException: Broken pipe</exception></entry></accessLog>"
"jboss_eap_standalone_config","<subsystem xmlns=""urn:jboss:domain:logging:8.0""><console-handler name=""CONSOLE""><level name=""INFO""/><formatter><named-formatter name=""COLOR-PATTERN""/></formatter></console-handler><periodic-rotating-file-handler name=""FILE"" autoflush=""true""><formatter><named-formatter name=""PATTERN""/></formatter><file relative-to=""jboss.server.log.dir"" path=""server.log""/><suffix value="".yyyy-MM-dd""/><append value=""true""/></periodic-rotating-file-handler><logger category=""com.example.orders""><level name=""DEBUG""/></logger><logger category=""org.jboss.as.config""><level name=""INFO""/></logger><root-logger><level name=""INFO""/><handlers><handler name=""CONSOLE""/><handler name=""FILE""/></handlers></root-logger></subsystem>"
"jboss_eap_standalone_config","<server xmlns=""urn:jboss:domain:20.0""><management><audit-log><logger log-boot=""true"" log-read-only=""false"" enabled=""true""><handlers><handler name=""file""/></handlers></logger></audit-log></management><profile><subsystem xmlns=""urn:jboss:domain:datasources:7.0""><datasources><datasource jndi-name=""java:jboss/datasources/OrdersDS"" pool-name=""OrdersDS"" enabled=""true""><connection-url>jdbc:postgresql://db-prd-01.internal:5432/orders</connection-url><driver>postgresql</driver><validation><validate-on-match>true</validate-on-match><background-validation>false</background-validation><exception-sorter class-name=""org.jboss.jca.adapters.jdbc.extensions.postgres.PostgreSQLExceptionSorter""/></validation><pool><min-pool-size>10</min-pool-size><max-pool-size>20</max-pool-size><flush-strategy>FailingConnectionOnly</flush-strategy></pool><timeout><blocking-timeout-millis>5000</blocking-timeout-millis></timeout></datasource></datasources></subsystem></profile></server>"
"weblogic_domain_config","<domain xmlns=""http://xmlns.oracle.com/weblogic/domain"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><name>orders_domain</name><domain-version>14.1.1.0.0</domain-version><configuration-version>14.1.1.0.0</configuration-version><server><name>ms_orders_01</name><listen-port>7003</listen-port><listen-address>wls-app11.corp.example.com</listen-address><machine>Machine-A</machine><log><file-name>servers/ms_orders_01/logs/ms_orders_01.log</file-name><rotation-type>byTime</rotation-type><file-time-span>24</file-time-span><number-of-files-limited>true</number-of-files-limited><file-count>14</file-count><log-file-severity>Info</log-file-severity></log></server><admin-server-name>AdminServer</admin-server-name></domain>"
"weblogic_domain_config","<domain xmlns=""http://xmlns.oracle.com/weblogic/domain""><name>prod_domain</name><log><name>prod_domain</name><file-name>logs/prod_domain.log</file-name><rotation-type>bySize</rotation-type><log-file-severity>Error</log-file-severity><stdout-severity>Warning</stdout-severity><domain-log-broadcast-severity>Error</domain-log-broadcast-severity></log><server><name>ms_orders_2</name><listen-port>7003</listen-port><listen-address>wls-node2.corp.local</listen-address><health-check-interval-seconds>30</health-check-interval-seconds><overload-protection><failure-action>force-shutdown</failure-action><panic-action>system-exit</panic-action><free-memory-percent-high-threshold>10</free-memory-percent-high-threshold></overload-protection><server-failure-trigger><max-stuck-thread-time>600</max-stuck-thread-time><stuck-thread-count>2</stuck-thread-count></server-failure-trigger></server></domain>"
"websphere_serverindex","<serverindex:ServerIndex xmi:version=""2.0"" xmlns:xmi=""http://www.omg.org/XMI"" xmlns:serverindex=""http://www.ibm.com/websphere/appserver/schemas/5.0/serverindex.xmi"" xmi:id=""ServerIndex_1"" hostName=""was-node03.corp.example.com""><serverEntries xmi:id=""ServerEntry_1745032118004"" serverName=""OrdersServer01"" serverType=""APPLICATION_SERVER"" serverDisplayName=""OrdersServer01""><deployedApplications>OrdersCell/applications/orders-web.ear/deployments/orders-web</deployedApplications><specialEndpoints xmi:id=""NamedEndPoint_1"" endPointName=""WC_defaulthost""><endPoint xmi:id=""EndPoint_1"" host=""*"" port=""9081""/></specialEndpoints><specialEndpoints xmi:id=""NamedEndPoint_2"" endPointName=""BOOTSTRAP_ADDRESS""><endPoint xmi:id=""EndPoint_2"" host=""was-node03.corp.example.com"" port=""2811""/></specialEndpoints></serverEntries></serverindex:ServerIndex>"
"websphere_serverindex","<serverindex:ServerIndex xmlns:serverindex=""http://www.ibm.com/websphere/appserver/schemas/5.0/serverindex.xmi"" xmlns:xmi=""http://www.omg.org/XMI"" xmi:version=""2.0"" hostName=""was-node3.corp.local""><serverEntries xmi:id=""ServerEntry_1748392011"" serverName=""OrdersMember3"" serverType=""APPLICATION_SERVER""><deployedApplications>OrdersEAR.ear/deployments/OrdersEAR</deployedApplications><specialEndpoints xmi:id=""NamedEndPoint_BOOTSTRAP"" endPointName=""BOOTSTRAP_ADDRESS""><endPoint xmi:id=""EndPoint_BOOTSTRAP"" host=""was-node3.corp.local"" port=""9812""/></specialEndpoints><specialEndpoints xmi:id=""NamedEndPoint_SOAP"" endPointName=""SOAP_CONNECTOR_ADDRESS""><endPoint xmi:id=""EndPoint_SOAP"" host=""was-node3.corp.local"" port=""8882""/></specialEndpoints></serverEntries></serverindex:ServerIndex>"
"log4j_xml_layout","<log4j:event xmlns:log4j=""http://jakarta.apache.org/log4j/"" logger=""com.example.orders.service.OrderService"" timestamp=""1774264928417"" level=""INFO"" thread=""http-nio-8080-exec-7""><log4j:message><![CDATA[Order ORD-2026-0044821 accepted for customer 118342, total=249.95 USD]]></log4j:message><log4j:properties><log4j:data name=""traceId"" value=""4bf92f3577b34da6a3ce929d0e0e4736""/><log4j:data name=""tenant"" value=""acme-retail""/></log4j:properties><log4j:locationInfo class=""com.example.orders.service.OrderService"" method=""acceptOrder"" file=""OrderService.java"" line=""214""/></log4j:event>"
"log4j_xml_layout","<log4j:event xmlns:log4j=""http://jakarta.apache.org/log4j/"" logger=""com.northwind.payments.GatewayClient"" timestamp=""1781449327114"" level=""ERROR"" thread=""pool-4-thread-9""><log4j:message>Payment authorization failed for order ORD-77412: gateway returned DECLINED_DO_NOT_HONOR</log4j:message><log4j:NDC>tenant=acme;txn=8f21c9</log4j:NDC><log4j:throwable>com.northwind.payments.GatewayException: DECLINED_DO_NOT_HONOR (code 05)&#13;&#10;&#9;at com.northwind.payments.GatewayClient.authorize(GatewayClient.java:214)&#13;&#10;&#9;at com.northwind.payments.PaymentService.charge(PaymentService.java:88)&#13;&#10;&#9;at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136)&#13;&#10;</log4j:throwable><log4j:locationInfo class=""com.northwind.payments.GatewayClient"" method=""authorize"" file=""GatewayClient.java"" line=""214""/><log4j:properties><log4j:data name=""hostname"" value=""pay-api-04""/><log4j:data name=""orderId"" value=""ORD-77412""/></log4j:properties></log4j:event>"
"log4j2_configuration","<Configuration status=""WARN"" monitorInterval=""30"" name=""orders-api""><Properties><Property name=""LOG_DIR"">/var/log/orders-api</Property></Properties><Appenders><Console name=""Console"" target=""SYSTEM_OUT""><JsonTemplateLayout eventTemplateUri=""classpath:EcsLayout.json""/></Console><RollingFile name=""RollingFile"" fileName=""${LOG_DIR}/app.log"" filePattern=""${LOG_DIR}/app-%d{yyyy-MM-dd}-%i.log.gz""><PatternLayout pattern=""%d{ISO8601} [%t] %-5level %logger{36} - %msg%n""/><Policies><TimeBasedTriggeringPolicy interval=""1""/><SizeBasedTriggeringPolicy size=""100 MB""/></Policies><DefaultRolloverStrategy max=""20""/></RollingFile></Appenders><Loggers><Logger name=""com.example.orders"" level=""debug"" additivity=""false""><AppenderRef ref=""RollingFile""/></Logger><Root level=""info""><AppenderRef ref=""Console""/><AppenderRef ref=""RollingFile""/></Root></Loggers></Configuration>"
"log4j2_configuration","<Configuration status=""WARN"" monitorInterval=""30"" packages=""com.northwind.logging""><Appenders><RollingFile name=""ErrorFile"" fileName=""/var/log/app/error.log"" filePattern=""/var/log/app/error-%d{yyyy-MM-dd}-%i.log.gz""><PatternLayout pattern=""%d{ISO8601} [%t] %-5level %logger{36} - %msg%n%throwable""/><Policies><TimeBasedTriggeringPolicy/><SizeBasedTriggeringPolicy size=""100 MB""/></Policies><DefaultRolloverStrategy max=""20""/><ThresholdFilter level=""ERROR"" onMatch=""ACCEPT"" onMismatch=""DENY""/></RollingFile><Failover name=""FailoverKafka"" primary=""Kafka""><Failovers><AppenderRef ref=""ErrorFile""/></Failovers></Failover></Appenders><Loggers><Logger name=""com.northwind.payments"" level=""debug"" additivity=""false""><AppenderRef ref=""FailoverKafka""/></Logger><Root level=""error""><AppenderRef ref=""ErrorFile""/></Root></Loggers></Configuration>"
"logback_config","<configuration scan=""true"" scanPeriod=""60 seconds"" debug=""false""><property name=""LOG_HOME"" value=""/var/log/billing-svc""/><appender name=""STDOUT"" class=""ch.qos.logback.core.ConsoleAppender""><encoder><pattern>%d{yyyy-MM-dd HH:mm:ss.SSS} %-5level [%thread] %logger{40} - %msg%n</pattern></encoder></appender><appender name=""ROLLING"" class=""ch.qos.logback.core.rolling.RollingFileAppender""><file>${LOG_HOME}/billing.log</file><rollingPolicy class=""ch.qos.logback.core.rolling.SizeAndTimeBasedRollingPolicy""><fileNamePattern>${LOG_HOME}/billing.%d{yyyy-MM-dd}.%i.log.gz</fileNamePattern><maxFileSize>50MB</maxFileSize><maxHistory>30</maxHistory><totalSizeCap>5GB</totalSizeCap></rollingPolicy><encoder class=""net.logstash.logback.encoder.LogstashEncoder""/></appender><logger name=""com.example.billing"" level=""INFO""/><root level=""INFO""><appender-ref ref=""STDOUT""/><appender-ref ref=""ROLLING""/></root></configuration>"
"logback_config","<configuration scan=""true"" scanPeriod=""60 seconds"" debug=""false""><appender name=""ERRORS"" class=""ch.qos.logback.core.rolling.RollingFileAppender""><file>/var/log/svc/errors.log</file><filter class=""ch.qos.logback.classic.filter.ThresholdFilter""><level>WARN</level></filter><rollingPolicy class=""ch.qos.logback.core.rolling.TimeBasedRollingPolicy""><fileNamePattern>/var/log/svc/errors.%d{yyyy-MM-dd}.log.gz</fileNamePattern><maxHistory>14</maxHistory><totalSizeCap>3GB</totalSizeCap></rollingPolicy><encoder><pattern>%d{yyyy-MM-dd HH:mm:ss.SSS} %-5level [%thread] %logger{40} - %msg%n%ex{full}</pattern></encoder></appender><appender name=""ASYNC_ERRORS"" class=""ch.qos.logback.classic.AsyncAppender""><queueSize>2048</queueSize><discardingThreshold>0</discardingThreshold><neverBlock>true</neverBlock><appender-ref ref=""ERRORS""/></appender><logger name=""org.hibernate.engine.jdbc.spi.SqlExceptionHelper"" level=""ERROR""/><root level=""INFO""><appender-ref ref=""ASYNC_ERRORS""/></root></configuration>"
"java_util_logging_xmlformatter","<record><date>2026-03-18T11:07:33.402918Z</date><millis>1773832053402</millis><nanos>918000</nanos><sequence>1487</sequence><logger>com.example.scheduler.JobRunner</logger><level>INFO</level><class>com.example.scheduler.JobRunner</class><method>runJob</method><thread>27</thread><message>Job nightly-reindex completed successfully in 41283 ms (documents=182446)</message></record>"
"java_util_logging_xmlformatter","<record><date>2026-03-30T07:41:12.339471Z</date><millis>1774856472339</millis><nanos>471000</nanos><sequence>84213</sequence><logger>com.acme.scheduler.JobRunner</logger><level>SEVERE</level><class>com.acme.scheduler.JobRunner</class><method>execute</method><thread>41</thread><message>Job reconcile-ledger aborted after 3 retries</message><exception><message>java.sql.SQLTransientConnectionException: HikariPool-1 - Connection is not available, request timed out after 30001ms.</message><frame><class>com.zaxxer.hikari.pool.HikariPool</class><method>createTimeoutException</method><line>696</line></frame><frame><class>com.zaxxer.hikari.pool.HikariPool</class><method>getConnection</method><line>197</line></frame><frame><class>com.acme.scheduler.JobRunner</class><method>execute</method><line>132</line></frame></exception></record>"
"junit_xml_report","<testsuite name=""com.example.orders.OrderValidatorTest"" tests=""14"" skipped=""0"" failures=""0"" errors=""0"" timestamp=""2026-02-09T14:51:07"" hostname=""ci-runner-11"" time=""1.842""><properties><property name=""java.version"" value=""21.0.6""/><property name=""os.name"" value=""Linux""/></properties><testcase name=""rejectsNegativeQuantity"" classname=""com.example.orders.OrderValidatorTest"" time=""0.113""/><testcase name=""acceptsValidOrder"" classname=""com.example.orders.OrderValidatorTest"" time=""0.204""/><testcase name=""normalizesCurrencyCode"" classname=""com.example.orders.OrderValidatorTest"" time=""0.031""/><system-out><![CDATA[]]></system-out><system-err><![CDATA[]]></system-err></testsuite>"
"junit_xml_report","<testsuites time=""47.812""><testsuite name=""com.acme.billing.InvoiceServiceTest"" tests=""14"" failures=""2"" errors=""1"" skipped=""1"" time=""12.409"" timestamp=""2026-05-21T15:12:03"" hostname=""ci-runner-07""><properties><property name=""java.version"" value=""21.0.4""/></properties><testcase name=""appliesProratedDiscount"" classname=""com.acme.billing.InvoiceServiceTest"" time=""0.311""><failure message=""expected: &lt;42.50&gt; but was: &lt;45.00&gt;"" type=""org.opentest4j.AssertionFailedError"">org.opentest4j.AssertionFailedError: expected: &lt;42.50&gt; but was: &lt;45.00&gt;&#10;&#9;at com.acme.billing.InvoiceServiceTest.appliesProratedDiscount(InvoiceServiceTest.java:88)</failure></testcase><testcase name=""rejectsNegativeAmount"" classname=""com.acme.billing.InvoiceServiceTest"" time=""0.004""><error message=""Connection refused"" type=""java.net.ConnectException"">java.net.ConnectException: Connection refused (Connection refused)&#10;&#9;at com.acme.billing.LedgerClient.post(LedgerClient.java:57)</error></testcase><testcase name=""handlesLeapYear"" classname=""com.acme.billing.InvoiceServiceTest"" time=""0""><skipped message=""flaky on CI""/></testcase><system-err>WARN retry budget exhausted for ledger-api</system-err></testsuite></testsuites>"
"maven_surefire_report","<testsuite xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:noNamespaceSchemaLocation=""https://maven.apache.org/surefire/maven-surefire-plugin/xsd/surefire-test-report.xsd"" version=""3.0"" name=""com.example.billing.InvoiceServiceIT"" time=""7.612"" tests=""9"" errors=""0"" skipped=""1"" failures=""0""><properties><property name=""maven.version"" value=""3.9.9""/><property name=""surefire.real.class.name"" value=""com.example.billing.InvoiceServiceIT""/><property name=""user.timezone"" value=""UTC""/></properties><testcase name=""createsInvoiceForOrder"" classname=""com.example.billing.InvoiceServiceIT"" time=""2.318""/><testcase name=""appliesTaxByRegion"" classname=""com.example.billing.InvoiceServiceIT"" time=""1.104""/><testcase name=""skipsWhenLedgerDisabled"" classname=""com.example.billing.InvoiceServiceIT"" time=""0""><skipped message=""ledger integration disabled in CI""/></testcase></testsuite>"
