"type","log"
"mikrotik_fw","chain=forward in_interface=bridge out_interface=ether1 src_mac=48:8F:5A:9E:12:77 len=1500"
"mikrotik_fw","chain=output in_interface=none out_interface=ether1 src_mac=00:0C:29:3D:5E:11 len=76"
"dhcp_lease","op=DHCPACK ip=10.20.4.71 mac=00:0c:29:3d:5e:11 lease=86400 server=dhcp-01"
"dhcp_lease","op=DHCPNAK ip=10.20.8.212 mac=f0:18:98:22:4b:d1 lease=0 server=dhcp-02"
"dhcp_lease","op=DHCPACK ip=10.20.4.108 mac=dc:2c:6e:44:81:0a lease=43200 server=dhcp-01"
"dhcp_lease","op=DHCPRELEASE ip=10.20.6.55 mac=4c:5e:0c:11:22:33 lease=0 server=dhcp-01"
"pgaudit_kv","session=8/442 statement=1042 class=WRITE command=UPDATE object=public.accounts"
"pgaudit_kv","session=3/91 statement=18 class=READ command=SELECT object=public.orders"
"pgaudit_kv","session=12/1187 statement=44021 class=DDL command=ALTER object=public.invoices"
"pgaudit_kv","session=2/7 statement=3 class=WRITE command=INSERT object=audit.events"
"haproxy_health","frontend=https-in backend=api_servers status=UP bytes=8842 time=12ms"
"haproxy_health","frontend=https-in backend=api_servers status=DOWN bytes=0 time=5001ms"
"haproxy_health","frontend=http-in backend=static_pool status=UP bytes=44210 time=3ms"
"haproxy_health","frontend=https-in backend=payments status=MAINT bytes=112 time=8ms"
"etcd_raft","member=8e9e05c52164694d term=7 index=884211 leader=true state=follower"
"etcd_raft","member=91bc3c398fb3c146 term=7 index=884211 leader=false state=leader"
"etcd_raft","member=fd422379fda50e48 term=8 index=901742 leader=true state=candidate"
"etcd_raft","member=8e9e05c52164694d term=8 index=901801 leader=true state=follower"
"sftp_transfer","2026-08-13T02:00:11Z,upload,invoices.zip,48211"
"sftp_transfer","2026-08-13T02:04:52Z,download,statements.pdf,910442"
"sftp_transfer","2026-08-14T02:00:09Z,upload,payroll.csv,10381"
"sftp_transfer","2026-08-15T02:01:44Z,delete,archive.tar,0"
"loyalty_points","REDEEM,4471023,250,2026-08-13T10:11:02Z"
"loyalty_points","EARN,8802941,75,2026-08-13T11:40:19Z"
"loyalty_points","EARN,1204118,320,2026-08-14T09:02:55Z"
"loyalty_points","ADJUST,4471023,-50,2026-08-14T15:18:31Z"
"dns_query_csv","2026-08-13T10:00:01Z,10.4.2.18,api.example.com,A,NOERROR"
"dns_query_csv","2026-08-13T10:00:04Z,10.4.2.91,mail.example.org,MX,NOERROR"
"dns_query_csv","2026-08-13T10:00:09Z,10.4.8.7,doesnotexist.example.net,AAAA,NXDOMAIN"
"dns_query_csv","2026-08-13T10:00:12Z,10.4.2.18,cdn.example.io,CNAME,NOERROR"
"shipment_event","PICKUP,1Z44Y2280342184471,Denver,2026-08-13T08:12:00Z,driver_scan"
"shipment_event","DELIVERY,1Z44Y2280342184471,Boulder,2026-08-13T15:44:21Z,recipient_sign"
"shipment_event","EXCEPTION,1Z88Q1130914420018,Reno,2026-08-14T11:02:47Z,address_issue"
"shipment_event","PICKUP,1Z13B7789041127755,Austin,2026-08-14T09:30:12Z,driver_scan"
"badge_access","2026-08-13T07:58:12Z,884211,Rivera Lopez,LOBBY-EAST,IN,GRANTED"
"badge_access","2026-08-13T08:02:47Z,110387,Chen Watanabe,LAB-B,IN,DENIED"
"badge_access","2026-08-13T17:12:03Z,884211,Rivera Lopez,LOBBY-EAST,OUT,GRANTED"
"badge_access","2026-08-14T06:44:29Z,447192,Okafor Smith,DATACENTER,IN,GRANTED"
"inventory_sync","WIDGET-PRO,warehouse_west,441,12,2026,88"
"inventory_sync","GIZMO-MAX,warehouse_east,10388,4,2026,12"
"inventory_sync","WIDGET-PRO,warehouse_east,92,3,2026,88"
"inventory_sync","DOODAD-MINI,warehouse_west,7714,55,2026,41"
"pos_transaction","2026-08-13T12:41:07Z,DENVER-WEST,4,TXN-884211,42.18,VISA,APPROVED"
"pos_transaction","2026-08-13T12:44:52Z,DENVER-WEST,2,TXN-884219,8.99,CASH,APPROVED"
"pos_transaction","2026-08-13T13:02:11Z,BOULDER-MAIN,1,TXN-102447,118.50,AMEX,DECLINED"
"pos_transaction","2026-08-14T09:15:33Z,AUSTIN-SOUTH,7,TXN-338102,63.07,DEBIT,APPROVED"
"fleet_gps","2026-08-13T10:00:00Z,TRUCK-88,39.7392,-104.9903,45,271,0.82,ontime"
"fleet_gps","2026-08-13T10:05:00Z,TRUCK-88,39.7511,-105.0044,52,268,0.81,ontime"
"fleet_gps","2026-08-13T10:00:00Z,VAN-12,40.0150,-105.2705,0,0,0.44,idle"
"fleet_gps","2026-08-14T14:30:00Z,TRUCK-41,30.2672,-97.7431,61,182,0.93,late"
"kyriba_audit","2026-08-13T14:22:07Z,jsmith,ACME,Payments,APPROVE,PaymentBatch,PB-2026-08841,SUCCESS,10.14.2.71"
"kyriba_audit","2026-08-13T14:23:51Z,mchen,ACME,Cash Management,VIEW,BankStatement,STMT-449120,SUCCESS,10.14.2.88"
"kyriba_audit","2026-08-13T14:25:12Z,jsmith,ACME,Payments,RELEASE,Payment,PAY-9931207,FAILED,10.14.2.71"
"kyriba_audit","2026-08-14T09:01:44Z,tokafor,GLOBEX,Risk,EXPORT,FxDeal,FX-1104471,SUCCESS,10.14.8.19"
"helpdesk_export","TICKET-8842,Printer offline in accounting,hardware,rlopez,2026,open,3,med,support"
"helpdesk_export","TICKET-8901,VPN drops every hour,network,dnakamura,2026,open,1,high,netops"
"helpdesk_export","TICKET-8844,Request new keyboard,hardware,bmoreau,2026,closed,44,low,support"
"helpdesk_export","TICKET-9010,Email stuck in outbox,software,mfarrell,2026,pending,2,med,support"
"lab_sensor","2026-08-13T10:00:00Z,LAB-A,fridge,4.2,44,ok,celsius,2026,110,calibrated"
"lab_sensor","2026-08-13T10:05:00Z,LAB-A,fridge,4.4,45,ok,celsius,2026,110,calibrated"
"lab_sensor","2026-08-13T10:00:00Z,LAB-C,incubator,37.1,61,ok,celsius,2026,88,calibrated"
"lab_sensor","2026-08-14T02:15:00Z,LAB-B,freezer,-18.4,12,alarm,celsius,2026,41,drift"
"call_detail","2026-08-13T10:11:02Z,14155550142,13035550187,184,outbound,ANSWERED,trunk-01,g711,0.0184,us-west,ok"
"call_detail","2026-08-13T10:14:44Z,13035550187,14155550142,0,inbound,NO_ANSWER,trunk-01,g711,0.0000,us-west,ok"
"call_detail","2026-08-13T11:02:19Z,442075550118,13035550187,1204,inbound,ANSWERED,trunk-04,g722,0.1187,eu-west,ok"
"call_detail","2026-08-14T09:44:07Z,14155550142,525555550133,88,outbound,BUSY,trunk-02,g711,0.0031,mx-central,ok"
"trade_execution","2026-08-13T13:30:00.114Z,ORD-884211,ACWI,BUY,200,104.18,FILLED,NYSE,alice_t,margin,44,ok"
"trade_execution","2026-08-13T13:30:02.881Z,ORD-884219,VTI,SELL,50,271.44,FILLED,ARCA,alice_t,cash,12,ok"
"trade_execution","2026-08-13T14:01:17.002Z,ORD-901744,QQQM,BUY,1000,198.02,PARTIAL,NASDAQ,bob_r,margin,7,ok"
"trade_execution","2026-08-14T09:30:00.441Z,ORD-110382,SCHD,SELL,300,82.11,REJECTED,BATS,carol_v,cash,0,limit"
"ad_impressions","2026-08-13T10:00:00Z,CAMP-4471,banner_top,10388,412,88,0.0442,mobile,ios,us,shown,paid,a"
"ad_impressions","2026-08-13T10:00:00Z,CAMP-4471,banner_side,8841,102,12,0.0118,desktop,macos,us,shown,paid,a"
"ad_impressions","2026-08-13T11:00:00Z,CAMP-8802,video_pre,44120,1187,441,0.1104,mobile,android,ca,shown,house,b"
"ad_impressions","2026-08-14T10:00:00Z,CAMP-4471,banner_top,9917,388,71,0.0431,tablet,ios,mx,shown,paid,b"
"netflow_csv","2026-08-13T10:00:01Z,10.4.2.18,52.96.104.18,51442,443,tcp,4471,88213,18,fin,ge-0/0/1,export,v9,ok"
"netflow_csv","2026-08-13T10:00:04Z,10.4.8.7,8.8.8.8,53311,53,udp,2,441,1,none,ge-0/0/1,export,v9,ok"
"netflow_csv","2026-08-13T10:01:52Z,203.0.113.44,10.4.2.80,40122,22,tcp,18,2210,4,rst,ge-0/0/2,export,v9,ok"
"netflow_csv","2026-08-14T02:44:19Z,10.4.6.31,172.16.8.4,44821,8443,tcp,110387,9942101,442,fin,ae1,export,v10,ok"
"payroll_run","2026-08-15,RUN-0815,ACME,biweekly,412,1104471.88,88214.02,412088.14,USD,ach,posted,2026,44,ok,none"
"payroll_run","2026-08-15,RUN-0815B,ACME,biweekly,12,44102.50,3308.11,16211.74,USD,check,posted,2026,44,ok,none"
"payroll_run","2026-08-29,RUN-0829,ACME,biweekly,414,1110284.02,88991.44,414102.88,USD,ach,pending,2026,45,ok,none"
"payroll_run","2026-08-31,RUN-0831X,GLOBEX,monthly,1187,8842110.44,702441.18,3310284.71,EUR,sepa,posted,2026,45,hold,review"
"nginx_upstream","connect() failed (110: Connection timed out) while connecting to upstream"
"nginx_upstream","connect() failed (111: Connection refused) while connecting to upstream"
"nginx_upstream","connect() failed (113: No route to host) while connecting to upstream"
"nginx_upstream","connect() failed (110: Connection timed out) while connecting to upstream"
"jvm_gc","GC pause young generation took 42ms freed 512MB across 3 regions"
"jvm_gc","GC pause young generation took 118ms freed 1024MB across 8 regions"
"jvm_gc","GC pause young generation took 7ms freed 128MB across 1 regions"
"jvm_gc","GC pause young generation took 210ms freed 2048MB across 12 regions"
"oom_killer","Out of memory: Killed process 20194 (mysqld) score 912 or sacrifice child"
"oom_killer","Out of memory: Killed process 4471 (java) score 887 or sacrifice child"
"oom_killer","Out of memory: Killed process 110382 (chrome) score 421 or sacrifice child"
"oom_killer","Out of memory: Killed process 88 (redis-server) score 903 or sacrifice child"
"smart_attr","SMART Usage Attribute: 194 Temperature_Celsius changed from 38 to 41"
"smart_attr","SMART Usage Attribute: 194 Temperature_Celsius changed from 41 to 44"
"smart_attr","SMART Usage Attribute: 194 Temperature_Celsius changed from 44 to 39"
"smart_attr","SMART Usage Attribute: 194 Temperature_Celsius changed from 39 to 38"
"ci_build","Build 4821 completed in 312s with 0 warnings and 0 errors"
"ci_build","Build 4822 completed in 288s with 4 warnings and 0 errors"
"ci_build","Build 4823 completed in 941s with 12 warnings and 2 errors"
"ci_build","Build 4824 completed in 301s with 0 warnings and 0 errors"
"backup_job","Backup completed successfully transferred 42GB in 18m32s to vault storage"
"backup_job","Backup completed successfully transferred 118GB in 44m07s to vault storage"
"backup_job","Backup completed successfully transferred 3GB in 2m51s to vault storage"
"backup_job","Backup completed successfully transferred 41GB in 17m58s to vault storage"
"cron_job","Job cleanup.daily finished with exit code 0 after 44 seconds"
"cron_job","Job cleanup.daily finished with exit code 1 after 302 seconds"
"cron_job","Job cleanup.daily finished with exit code 0 after 41 seconds"
"cron_job","Job cleanup.daily finished with exit code 127 after 0 seconds"
"print_spool","Print job 8842 for user rlopez sent to laser printer floor 4 completed"
"print_spool","Print job 8850 for user rlopez sent to laser printer floor 2 completed"
"print_spool","Print job 8861 for user rlopez sent to laser printer floor 4 completed"
"print_spool","Print job 8874 for user rlopez sent to laser printer floor 1 completed"
"smtp_queue","Message queued as 4C1B2E8F44 for delivery to remote host retry 0"
"smtp_queue","Message queued as 9A0D7C1E02 for delivery to remote host retry 3"
"smtp_queue","Message queued as B82F4A9D11 for delivery to remote host retry 1"
"smtp_queue","Message queued as 0E4C8B2A77 for delivery to remote host retry 0"
"license_check","License heartbeat OK seats used 412 of 500 expiry in 88 days"
"license_check","License heartbeat OK seats used 499 of 500 expiry in 87 days"
"license_check","License heartbeat OK seats used 118 of 500 expiry in 86 days"
"license_check","License heartbeat OK seats used 412 of 1000 expiry in 420 days"
"cache_evict","Evicted 8842 expired entries from session cache in 42ms"
"cache_evict","Evicted 112 expired entries from session cache in 3ms"
"cache_evict","Evicted 44120 expired entries from session cache in 188ms"
"cache_evict","Evicted 0 expired entries from session cache in 1ms"
"raid_rebuild","RAID array md0 rebuild progress 42.8% speed 104MB/s eta 88min"
"raid_rebuild","RAID array md0 rebuild progress 61.2% speed 98MB/s eta 61min"
"raid_rebuild","RAID array md1 rebuild progress 4.1% speed 110MB/s eta 302min"
"raid_rebuild","RAID array md0 rebuild progress 99.9% speed 88MB/s eta 1min"
"ntp_drift","Clock drift adjusted by -0.042 seconds against pool server stratum 2"
"ntp_drift","Clock drift adjusted by 0.003 seconds against pool server stratum 2"
"ntp_drift","Clock drift adjusted by -0.118 seconds against pool server stratum 3"
"ntp_drift","Clock drift adjusted by 0.021 seconds against pool server stratum 1"
"queue_depth","Queue depth threshold exceeded current 8842 limit 5000 shedding load"
"queue_depth","Queue depth threshold exceeded current 5104 limit 5000 shedding load"
"queue_depth","Queue depth threshold exceeded current 12441 limit 5000 shedding load"
"queue_depth","Queue depth threshold exceeded current 5001 limit 5000 shedding load"
"cert_expiry","Certificate for ingress gateway expires in 12 days renewal scheduled"
"cert_expiry","Certificate for ingress gateway expires in 11 days renewal scheduled"
"cert_expiry","Certificate for ingress gateway expires in 3 days renewal scheduled"
"cert_expiry","Certificate for ingress gateway expires in 89 days renewal scheduled"
"thread_deadlock","Deadlock detected between worker threads 14 and 22 dumping stacks"
"thread_deadlock","Deadlock detected between worker threads 3 and 8 dumping stacks"
"thread_deadlock","Deadlock detected between worker threads 41 and 112 dumping stacks"
"thread_deadlock","Deadlock detected between worker threads 7 and 9 dumping stacks"
"failed_login","User rlopez failed interactive login from workstation attempt 2 of 5"
"failed_login","User rlopez failed interactive login from workstation attempt 3 of 5"
"failed_login","User rlopez failed interactive login from workstation attempt 4 of 5"
"failed_login","User rlopez failed interactive login from workstation attempt 5 of 5"
